benchmark,tier,method,seed,instance_id,eval_mode,solved,steps,optimal_steps,rollouts_to_solve,final_entropy,provenance
rush_hour,d15,vrep,0,d15_p5,stochastic,1,6.1,15,,,trusted
rush_hour,d15,gnn,0,d15_p5,greedy,1,6.0,15,,,trusted
rush_hour,d15,gnn,0,d15_p5,stochastic,1,6.0,15,,,trusted
rush_hour,d15,mlp,0,d15_p5,greedy,1,6.0,15,,,trusted
rush_hour,d15,mlp,0,d15_p5,stochastic,1,6.0,15,,,trusted
rush_hour,d15,cnn,0,d15_p5,greedy,1,6.0,15,,,trusted
rush_hour,d15,cnn,0,d15_p5,stochastic,1,6.0,15,,,trusted
rush_hour,d15,hrep,0,d15_p6,greedy,1,13.0,15,,,trusted
rush_hour,d15,hrep,0,d15_p6,stochastic,1,13.0,15,,,trusted
rush_hour,d15,vrep,0,d15_p6,greedy,1,13.0,15,,,trusted
rush_hour,d15,vrep,0,d15_p6,stochastic,1,13.0,15,,,trusted
rush_hour,d15,gnn,0,d15_p6,greedy,1,13.0,15,,,trusted
rush_hour,d15,gnn,0,d15_p6,stochastic,1,13.0,15,,,trusted
rush_hour,d15,mlp,0,d15_p6,greedy,1,13.0,15,,,trusted
rush_hour,d15,mlp,0,d15_p6,stochastic,1,13.0,15,,,trusted
rush_hour,d15,cnn,0,d15_p6,greedy,1,13.0,15,,,trusted
rush_hour,d15,cnn,0,d15_p6,stochastic,1,13.1,15,,,trusted
rush_hour,d15,hrep,0,d15_p7,greedy,1,20.0,15,,,trusted
rush_hour,d15,hrep,0,d15_p7,stochastic,1,20.0,15,,,trusted
rush_hour,d15,vrep,0,d15_p7,greedy,1,20.0,15,,,trusted
rush_hour,d15,vrep,0,d15_p7,stochastic,1,20.2,15,,,trusted
rush_hour,d15,gnn,0,d15_p7,greedy,1,20.0,15,,,trusted
rush_hour,d15,gnn,0,d15_p7,stochastic,1,20.0,15,,,trusted
rush_hour,d15,mlp,0,d15_p7,greedy,1,20.0,15,,,trusted
rush_hour,d15,mlp,0,d15_p7,stochastic,1,20.0,15,,,trusted
rush_hour,d15,cnn,0,d15_p7,greedy,1,20.0,15,,,trusted
rush_hour,d15,cnn,0,d15_p7,stochastic,1,20.0,15,,,trusted
rush_hour,d15,hrep,0,d15_p8,greedy,1,6.0,15,,,trusted
rush_hour,d15,hrep,0,d15_p8,stochastic,1,6.0,15,,,trusted
rush_hour,d15,vrep,0,d15_p8,greedy,1,6.0,15,,,trusted
rush_hour,d15,vrep,0,d15_p8,stochastic,1,6.0,15,,,trusted
rush_hour,d15,gnn,0,d15_p8,greedy,1,6.0,15,,,trusted
rush_hour,d15,gnn,0,d15_p8,stochastic,1,6.0,15,,,trusted
rush_hour,d15,mlp,0,d15_p8,greedy,1,6.0,15,,,trusted
rush_hour,d15,mlp,0,d15_p8,stochastic,1,6.1,15,,,trusted
rush_hour,d15,cnn,0,d15_p8,greedy,1,6.0,15,,,trusted
rush_hour,d15,cnn,0,d15_p8,stochastic,1,6.0,15,,,trusted
rush_hour,d15,hrep,0,d15_p9,greedy,0,,15,,,trusted
rush_hour,d15,hrep,0,d15_p9,stochastic,0,,15,,,trusted
rush_hour,d15,vrep,0,d15_p9,greedy,0,,15,,,trusted
rush_hour,d15,vrep,0,d15_p9,stochastic,0,,15,,,trusted
rush_hour,d15,gnn,0,d15_p9,greedy,0,,15,,,trusted
rush_hour,d15,gnn,0,d15_p9,stochastic,0,,15,,,trusted
rush_hour,d15,mlp,0,d15_p9,greedy,0,,15,,,trusted
rush_hour,d15,mlp,0,d15_p9,stochastic,0,,15,,,trusted
rush_hour,d15,cnn,0,d15_p9,greedy,0,,15,,,trusted
rush_hour,d15,cnn,0,d15_p9,stochastic,0,,15,,,trusted
rush_hour,d15,hrep,0,d15_p10,greedy,0,,15,,,trusted
rush_hour,d15,hrep,0,d15_p10,stochastic,0,,15,,,trusted
rush_hour,d15,vrep,0,d15_p10,greedy,0,,15,,,trusted
rush_hour,d15,vrep,0,d15_p10,stochastic,0,,15,,,trusted
rush_hour,d15,gnn,0,d15_p10,greedy,0,,15,,,trusted
rush_hour,d15,gnn,0,d15_p10,stochastic,0,,15,,,trusted
rush_hour,d15,mlp,0,d15_p10,greedy,0,,15,,,trusted
rush_hour,d15,mlp,0,d15_p10,stochastic,0,,15,,,trusted
rush_hour,d15,cnn,0,d15_p10,greedy,0,,15,,,trusted
rush_hour,d15,cnn,0,d15_p10,stochastic,0,,15,,,trusted
rush_hour,d15,hrep,0,d15_p11,greedy,1,13.0,15,,,trusted
rush_hour,d15,hrep,0,d15_p11,stochastic,1,13.2,15,,,trusted
rush_hour,d15,vrep,0,d15_p11,greedy,1,13.0,15,,,trusted
rush_hour,d15,vrep,0,d15_p11,stochastic,1,13.0,15,,,trusted
rush_hour,d15,gnn,0,d15_p11,greedy,1,13.0,15,,,trusted
rush_hour,d15,gnn,0,d15_p11,stochastic,1,13.2,15,,,trusted
rush_hour,d15,mlp,0,d15_p11,greedy,1,13.0,15,,,trusted
rush_hour,d15,mlp,0,d15_p11,stochastic,1,13.1,15,,,trusted
rush_hour,d15,cnn,0,d15_p11,greedy,1,13.0,15,,,trusted
rush_hour,d15,cnn,0,d15_p11,stochastic,1,13.1,15,,,trusted
rush_hour,d15,hrep,0,d15_p12,greedy,1,3.0,15,,,trusted
rush_hour,d15,hrep,0,d15_p12,stochastic,1,3.0,15,,,trusted
rush_hour,d15,vrep,0,d15_p12,greedy,1,3.0,15,,,trusted
rush_hour,d15,vrep,0,d15_p12,stochastic,1,3.0,15,,,trusted
rush_hour,d15,gnn,0,d15_p12,greedy,1,3.0,15,,,trusted
rush_hour,d15,gnn,0,d15_p12,stochastic,1,3.0,15,,,trusted
rush_hour,d15,mlp,0,d15_p12,greedy,1,3.0,15,,,trusted
rush_hour,d15,mlp,0,d15_p12,stochastic,1,3.0,15,,,trusted
rush_hour,d15,cnn,0,d15_p12,greedy,1,3.0,15,,,trusted
rush_hour,d15,cnn,0,d15_p12,stochastic,1,3.0,15,,,trusted
rush_hour,d15,hrep,0,d15_p13,greedy,1,10.0,15,,,trusted
rush_hour,d15,hrep,0,d15_p13,stochastic,1,10.0,15,,,trusted
rush_hour,d15,vrep,0,d15_p13,greedy,1,10.0,15,,,trusted
rush_hour,d15,vrep,0,d15_p13,stochastic,1,10.0,15,,,trusted
rush_hour,d15,gnn,0,d15_p13,greedy,1,10.0,15,,,trusted
rush_hour,d15,gnn,0,d15_p13,stochastic,1,10.2,15,,,trusted
rush_hour,d15,mlp,0,d15_p13,greedy,1,10.0,15,,,trusted
rush_hour,d15,mlp,0,d15_p13,stochastic,1,10.1,15,,,trusted
rush_hour,d15,cnn,0,d15_p13,greedy,1,10.0,15,,,trusted
rush_hour,d15,cnn,0,d15_p13,stochastic,1,10.1,15,,,trusted
rush_hour,d15,hrep,0,d15_p14,greedy,1,9.0,15,,,trusted
rush_hour,d15,hrep,0,d15_p14,stochastic,1,9.1,15,,,trusted
rush_hour,d15,vrep,0,d15_p14,greedy,1,9.0,15,,,trusted
rush_hour,d15,vrep,0,d15_p14,stochastic,1,9.1,15,,,trusted
rush_hour,d15,gnn,0,d15_p14,greedy,1,9.0,15,,,trusted
rush_hour,d15,gnn,0,d15_p14,stochastic,1,9.0,15,,,trusted
rush_hour,d15,mlp,0,d15_p14,greedy,1,9.0,15,,,trusted
rush_hour,d15,mlp,0,d15_p14,stochastic,1,9.1,15,,,trusted
rush_hour,d15,cnn,0,d15_p14,greedy,1,9.0,15,,,trusted
rush_hour,d15,cnn,0,d15_p14,stochastic,1,9.1,15,,,trusted
